Music;Slow songs or fast songs;Dance;Folk;Country;Classical_music;Musical;Pop;Rock;Metal or Hardrock;Punk;Hiphop_Rap;Reggae_Ska;Swing_Jazz;Rock_n_roll;Alternative;Latino;Techno_Trance;Opera;Movies;Horror;Thriller;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Animated;Documentary;Western;Action;History;Psychology;Politics;Mathematics;Physics;Internet;PC;Economy Management;Biology;Chemistry;Reading;Geography;Foreign languages;Medicine;Law;Cars;Art exhibitions;Religion;Countryside, outdoors;Dancing;Musical instruments;Writing;Passive sport;Active sport;Gardening;Celebrities;Shopping;Science and technology;Theatre;Fun with friends;Adrenaline sports;Pets;Flying;Storm;Darkness;Heights;Spiders;Snakes;Rats;Ageing;Dangerous dogs;Fear of public speaking;Smoking;Alcohol;Healthy eating;Daily events;Prioritising workload;Writing notes;Workaholism;Thinking ahead;Final judgement;Reliability;Keeping promises;Loss of interest;Friends versus money;Funniness;Fake;Criminal damage;Decision making;Elections;Self-criticism;Judgment calls;Hypochondria;Empathy;Eating to survive;Giving;Compassion to animals;Borrowed stuff;Loneliness;Cheating in school;Health;Changing the past;God;Dreams;Charity;Number of friends;Punctuality;Lying;Waiting;New environment;Mood swings;Appearence and gestures;Socializing;Achievements;Responding to a serious letter;Children;Assertiveness;Getting angry;Knowing the right people;Public speaking;Unpopularity;Life struggles;Happiness in life;Energy levels;Small - big dogs;Personality;Finding lost valuables;Getting up;Interests or hobbies;Parents' advice;Questionnaires or polls;Internet usage;Finances;Shopping centres;Branded clothing;Entertainment spending;Spending on looks;Spending on gadgets;Spending on healthy eating;Age;Height;Weight;Number of siblings;Number of children;Gender;Left - right handed;Marital status;Education;Only child;Village - town;House - block of flats
4;3;5;3;3;2;5;5;3;2;2;3;3;3;4;2;5;2;3;5;3;4;5;5;3;2;4;4;3;2;3;2;4;2;2;2;3;1;1;2;1;1;1;2;1;1;1;2;1;3;3;1;1;3;2;1;3;2;1;3;4;1;2;1;2;2;1;5;3;1;2;2;2;I have tried;I only drink when offered;3;1;3;2;2;4;3;3;4;2;4;2;2;2;4;4;4;4;2;4;3;3;4;4;3;3;3;3;4;3;2;3;Before time of meeting;Rarely;3;3;4;3;4;2;4;4;3;4;3;4;3;4;3;2;4;3;3;3;4;3;2;Several hours;3;3;3;2;2;2;3;19;180;70;1;0;female;right-handed;single;Primary or secondary school;no;city;block of flats
5;4;4;2;2;4;1;4;2;1;1;4;1;4;2;4;3;3;1;5;1;2;4;1;3;4;1;1;4;1;3;5;3;5;1;3;4;3;4;1;1;1;5;5;1;4;3;2;2;4;1;1;5;4;3;1;4;2;4;3;5;5;3;1;1;1;4;1;1;1;3;1;4;I do smoke;I drink way too much;1;4;1;5;4;4;1;5;1;5;3;5;3;4;3;4;3;4;1;2;1;1;2;3;2;5;3;3;4;3;2;3;Just in time;Only for the good of others;2;3;4;5;4;3;3;3;5;4;5;2;2;1;4;4;4;3;4;2;5;3;1;Several hours;1;3;4;5;3;5;4;19;176;66;0;0;male;right-handed;single;College;yes;town or village;house
5;3;2;4;2;1;1;5;2;1;1;5;5;3;2;1;2;4;1;5;5;4;5;3;2;4;3;4;1;2;5;2;5;2;1;1;5;5;2;2;1;3;3;2;1;1;5;1;1;2;5;1;1;2;1;1;1;3;4;1;5;2;5;1;1;1;4;3;3;1;3;4;1;I do smoke;I drink way too much;1;3;4;5;5;5;3;5;3;5;2;4;2;5;2;3;4;5;1;5;1;5;5;5;5;5;4;5;2;3;1;4;Before time of meeting;Rarely;2;4;2;4;2;4;5;5;5;2;5;5;5;2;3;4;3;3;1;5;3;3;5;Few minutes;2;5;4;4;4;5;5;20;175;65;2;0;male;right-handed;single;College;no;city;block of flats
5;2;2;1;3;1;1;5;5;3;3;2;2;3;3;1;5;5;1;3;3;3;5;3;2;3;4;4;4;4;5;1;1;1;3;3;5;3;1;1;1;1;2;1;1;1;5;1;1;1;1;5;3;1;5;1;2;2;5;1;5;2;1;3;1;1;5;3;5;5;2;3;3;I have tried;I do not drink;1;1;5;1;1;5;1;5;5;1;1;3;1;3;5;1;3;5;1;5;1;5;1;5;1;3;3;1;1;3;1;4;Just in time;Rarely;2;4;3;5;3;1;1;3;3;4;3;4;3;3;5;4;3;4;1;4;3;3;2;Few minutes;3;3;5;4;5;5;3;19;175;80;1;0;male;left-handed;single;College;yes;town or village;house
5;3;5;2;4;1;2;5;5;4;3;3;5;2;2;2;4;3;1;5;5;5;5;3;5;5;4;4;5;5;5;5;2;2;2;3;5;5;2;4;3;1;3;3;1;1;5;1;1;4;1;2;1;3;1;1;1;3;5;1;5;1;5;1;1;1;1;1;1;1;1;1;4;I do smoke;I only drink when offered;3;3;5;5;5;5;2;5;4;1;5;1;1;1;4;5;5;3;1;5;5;3;5;5;1;5;3;3;3;3;3;5;After time of meeting;Rarely;1;5;3;5;3;1;3;5;5;3;2;5;5;1;4;5;5;3;1;5;5;5;3;Few minutes;3;5;5;2;1;2;5;38;192;115;4;1;male;right-handed;single;College;no;city;block of flats
5;4;5;1;3;2;5;5;2;1;1;5;2;2;3;3;2;3;1;5;5;3;5;3;1;5;4;4;5;1;5;5;3;2;5;1;5;5;5;1;1;4;1;4;1;1;3;3;1;5;2;1;2;5;5;1;5;5;5;5;5;5;5;1;1;3;1;5;5;5;5;3;1;I have not even tried;I only drink when offered;1;2;1;1;3;3;1;5;3;3;5;4;1;5;4;3;5;3;4;3;5;1;5;3;3;5;3;5;1;4;1;5;After time of meeting;Rarely;3;5;5;3;5;3;5;3;3;1;3;1;5;5;2;5;5;4;3;5;5;3;3;Several hours;1;5;5;5;5;5;5;18;180;75;1;0;female;right-handed;single;Primary or secondary school;no;town or village;house
5;3;2;2;2;5;4;4;5;4;3;4;4;3;5;4;3;3;3;4;3;3;5;3;3;4;4;4;4;4;4;4;4;2;4;4;5;5;3;5;5;3;3;4;5;3;3;2;1;4;2;1;2;5;5;2;1;2;4;3;5;5;5;1;1;2;4;2;4;2;1;3;4;I used to, but I do not anymore;I only drink when offered;5;3;3;1;3;4;1;5;5;5;5;5;2;1;2;4;5;4;1;5;1;4;5;5;3;5;3;4;1;4;2;4;Before time of meeting;Only for the good of others;4;4;3;3;3;2;3;4;4;1;2;1;5;2;3;5;3;3;3;3;3;4;3;Several hours;3;2;3;4;3;2;3;18;192;90;1;0;male;right-handed;single;College;no;city;block of flats
5;4;1;2;1;3;3;1;5;5;5;3;3;4;2;4;1;1;2;5;4;5;3;5;5;5;3;3;4;2;3;5;5;5;1;1;2;2;2;4;3;5;5;5;5;2;3;5;3;5;3;5;1;2;1;1;2;1;3;5;4;5;5;1;3;2;2;2;5;3;3;2;1;I used to, but I do not anymore;I do not drink;3;2;3;1;3;1;3;4;3;1;5;3;1;2;3;3;3;5;2;4;2;2;5;3;3;2;5;3;2;3;2;3;Just in time;Rarely;4;4;3;3;3;2;2;5;5;4;3;3;2;4;4;4;3;4;5;3;4;2;3;Several hours;2;1;1;3;3;2;4;16;160;49;1;0;female;right-handed;single;Primary or secondary school;no;town or village;house
3;3;3;4;3;3;5;4;4;2;2;1;2;3;3;2;3;1;3;3;2;3;4;4;3;1;4;4;3;2;2;3;3;3;3;2;4;4;4;4;2;2;3;2;4;3;3;3;4;5;3;2;2;5;3;3;3;2;3;5;3;3;3;1;2;1;1;1;1;1;2;3;2;I have tried;I only drink when offered;3;4;5;3;4;5;3;5;4;2;5;3;2;2;3;5;3;5;1;5;4;5;3;4;2;3;3;2;5;3;5;4;Just in time;Only for the good of others;4;4;2;3;2;1;2;5;5;3;3;2;3;3;4;4;1;4;3;3;5;4;2;Few minutes;4;1;1;1;2;2;3;44;165;80;2;0;female;right-handed;single;University (Masters);no;town or village;house
5;3;3;2;2;3;2;4;4;1;2;4;3;4;4;5;3;2;2;5;4;4;5;3;1;4;3;4;4;1;2;4;2;3;4;2;5;4;5;2;1;5;4;5;2;3;2;2;3;1;4;1;1;3;4;1;4;3;2;3;5;2;1;1;2;1;1;1;1;1;2;4;3;I have tried;I only drink when offered;2;4;2;4;5;4;4;5;5;4;3;4;2;2;4;3;4;4;1;5;2;2;3;4;4;2;3;3;5;4;2;3;Just in time;Rarely;4;5;4;5;4;4;4;5;3;4;4;2;5;1;4;4;1;3;5;4;2;4;3;Several hours;4;2;2;4;4;4;2;18;163;57;1;0;female;right-handed;single;University (Bachelor);no;city;block of flats
5;4;2;1;1;4;2;3;3;2;2;4;3;4;3;2;3;2;2;4;2;2;5;4;4;2;2;2;4;2;5;5;4;5;3;2;5;2;3;2;2;5;5;5;2;3;1;2;2;5;5;1;1;2;5;1;1;3;1;2;5;4;1;3;2;2;2;2;4;4;2;2;2;I have tried;I only drink when offered;4;5;4;4;4;3;3;4;4;2;5;2;1;1;3;3;4;4;2;4;2;3;2;4;2;2;4;1;3;4;2;4;Just in time;Rarely;3;4;3;4;4;3;2;3;3;3;4;2;4;3;5;5;4;3;3;2;5;3;3;Several hours;3;2;2;2;2;2;4;19;170;63;0;0;female;right-handed;single;College;yes;town or village;block of flats
4;3;3;5;5;5;4;3;4;2;1;1;4;4;4;3;5;1;4;5;1;1;4;5;4;3;5;4;4;3;2;5;5;5;5;3;3;3;5;2;2;5;5;5;3;4;1;3;3;5;5;5;2;5;5;4;2;5;5;4;4;2;5;4;2;2;3;2;4;4;4;3;2;I have not even tried;I only drink when offered;4;4;3;5;4;4;5;4;5;4;4;5;3;2;2;4;2;4;3;5;3;3;5;5;3;3;3;2;5;4;3;4;Just in time;Rarely;2;4;4;5;3;2;3;5;5;3;3;2;4;3;3;4;5;3;3;4;5;3;3;Most of the day;3;4;2;3;3;2;4;24;166;55;2;0;female;right-handed;single;University (Bachelor);no;town or village;block of flats
3;1;3;4;5;5;3;3;4;2;1;2;3;5;4;3;5;1;5;4;1;3;4;2;2;4;2;2;5;4;2;5;4;3;3;4;2;4;3;4;5;4;4;4;3;2;2;2;1;1;4;4;2;4;5;1;2;1;4;4;5;2;2;2;2;2;2;1;2;3;1;4;3;I have tried;I drink way too much;2;3;5;4;4;4;1;4;5;3;5;3;2;1;2;4;2;5;2;3;3;3;3;5;1;4;3;1;1;4;4;5;Before time of meeting;Rarely;3;4;2;2;4;3;1;4;5;3;3;3;4;2;5;5;2;4;5;1;5;3;2;Few minutes;4;1;1;3;2;1;4;50;173;74;1;2;male;right-handed;married;University (Masters);no;city;block of flats
5;3;3;4;5;5;5;3;2;2;1;1;2;3;3;2;4;1;5;4;1;3;4;3;4;2;5;5;3;2;3;3;2;1;5;3;3;3;1;1;2;5;1;4;1;1;1;3;5;4;4;5;1;4;4;2;1;2;1;3;4;1;1;1;2;1;3;1;2;1;2;4;2;I have not even tried;I only drink when offered;2;2;4;5;3;5;3;4;5;1;5;1;1;1;5;5;4;2;1;2;1;2;2;4;1;2;2;3;5;3;3;4;After time of meeting;Rarely;4;4;3;2;3;2;5;4;3;3;2;2;5;5;4;4;2;3;3;5;5;5;3;Few minutes;5;2;1;1;1;1;4;19;168;56;3;0;female;right-handed;single;College;no;city;block of flats
2;1;1;3;2;4;2;1;1;1;1;1;1;1;2;1;1;1;3;3;1;1;3;4;2;2;3;1;4;2;2;4;4;3;3;3;1;1;2;2;2;5;2;1;1;2;1;5;5;4;2;2;2;1;1;3;3;2;1;4;2;1;3;5;3;2;4;3;5;3;4;5;3;I have not even tried;I do not drink;4;3;4;4;3;5;5;5;5;1;3;1;1;1;5;5;2;5;2;5;2;4;5;5;2;2;5;4;5;4;3;2;Before time of meeting;Never;3;2;2;3;2;2;5;5;5;5;5;4;4;2;4;4;2;4;4;5;2;5;1;No time at all;5;2;2;1;2;1;5;21;165;67;1;2;female;right-handed;married;University (Masters);no;town or village;house
4;3;5;2;4;5;5;4;5;4;3;2;2;4;5;2;5;2;4;5;3;3;4;4;4;4;5;5;4;3;3;5;5;4;2;3;4;2;3;4;2;4;3;3;3;5;3;4;4;4;4;3;2;4;3;1;3;3;3;4;4;3;4;2;2;4;3;3;2;1;4;1;2;I have tried;I only drink when offered;4;3;2;3;2;4;5;5;5;2;3;3;4;2;5;5;4;5;4;5;2;2;5;4;3;4;4;3;4;3;2;4;After time of meeting;Always when it suits me;4;4;4;5;2;4;5;2;4;3;4;4;2;3;4;3;2;4;3;4;3;3;4;Several hours;2;3;3;4;4;2;4;20;166;60;1;0;female;right-handed;single;University (Bachelor);no;city;block of flats
5;1;3;2;1;3;4;3;4;2;1;1;1;4;5;4;4;3;2;5;2;4;3;4;3;3;4;5;2;1;3;4;4;1;1;1;5;2;2;3;2;5;3;5;3;2;1;4;2;5;5;5;4;3;4;2;3;4;1;3;5;3;5;3;3;4;3;3;2;4;5;3;3;I used to, but I do not anymore;I drink way too much;2;2;3;1;1;4;2;4;4;4;4;5;4;1;3;1;5;3;3;3;3;1;5;4;4;3;3;4;3;3;3;2;After time of meeting;Rarely;2;3;3;3;5;3;1;2;3;3;3;3;2;3;2;3;5;3;1;5;3;3;4;Most of the day;3;3;3;2;3;3;2;21;180;61;0;0;female;right-handed;single;University (Bachelor);yes;city;block of flats
5;5;4;1;1;1;1;3;5;4;2;5;1;1;4;1;1;1;2;5;5;5;5;1;1;5;1;2;2;4;5;1;1;3;4;4;5;5;3;1;2;1;3;5;1;2;5;1;3;3;4;1;1;5;5;1;1;3;4;1;5;5;4;1;1;1;2;1;5;1;1;5;3;I do smoke;I drink way too much;2;3;3;3;4;5;3;4;4;3;4;2;3;4;3;3;3;3;3;3;1;2;5;2;2;5;2;2;5;5;3;4;Just in time;Rarely;1;2;3;2;5;3;4;5;4;4;4;4;1;3;5;5;5;4;1;5;5;3;1;Several hours;2;5;4;5;5;5;3;23;187;85;2;0;male;right-handed;single;University (Bachelor);no;city;block of flats
5;5;3;3;4;4;4;4;5;5;3;1;2;2;5;2;3;3;4;5;5;4;5;2;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;3;2;1;5;5;4;4;4;2;5;4;3;3;1;5;5;1;1;3;5;2;5;5;4;1;1;2;1;2;2;1;1;1;1;I have tried;I drink way too much;4;5;2;2;2;2;5;5;4;1;3;5;1;1;1;5;1;2;2;2;1;3;4;5;1;5;3;4;5;4;1;4;Just in time;Rarely;3;4;4;3;4;4;1;1;5;4;4;1;1;3;5;5;3;4;4;2;5;3;1;Several hours;4;2;1;5;3;4;4;23;165;60;0;0;male;right-handed;single;University (Bachelor);yes;city;block of flats
4;3;5;2;2;2;2;4;4;2;1;5;2;3;3;3;3;2;1;5;3;5;5;2;4;5;3;3;4;3;5;4;3;5;3;2;5;4;5;3;1;3;5;4;3;4;5;3;4;4;3;3;2;3;5;3;4;4;4;3;5;5;4;1;1;1;1;3;5;3;3;1;3;I have tried;I only drink when offered;4;3;2;4;3;4;4;4;4;3;4;3;2;2;4;4;3;4;2;3;1;3;2;4;2;3;3;4;5;3;3;5;Just in time;Rarely;2;2;4;3;3;4;4;3;3;1;3;3;3;2;3;4;4;3;4;4;4;4;3;Few minutes;3;4;4;4;4;4;4;17;182;84;1;0;male;right-handed;single;College;no;city;house
5;3;3;5;1;5;3;3;3;1;1;1;2;5;4;4;4;1;5;5;1;1;4;4;2;1;5;4;3;1;3;5;1;1;5;3;3;1;5;5;5;5;2;5;4;2;1;5;4;5;3;5;1;2;1;1;1;2;2;5;5;3;1;1;1;1;1;1;1;1;1;1;1;I have not even tried;I only drink when offered;3;2;3;5;5;3;3;4;5;1;4;4;2;1;3;5;5;3;1;5;1;4;3;4;4;3;3;3;5;4;3;4;Just in time;Rarely;3;5;5;3;5;1;1;5;5;4;3;1;5;4;3;4;3;3;5;5;5;5;1;Several hours;3;1;4;4;3;1;2;18;173;65;3;0;female;right-handed;single;College;no;city;block of flats
5;3;1;3;4;5;3;2;4;2;1;3;4;2;3;4;5;5;2;5;2;3;5;4;3;5;5;5;4;5;5;3;5;3;4;3;5;4;5;4;1;5;4;5;4;4;2;3;5;5;4;3;4;3;5;1;1;3;4;4;5;4;1;1;1;2;4;2;2;3;1;3;2;I used to, but I do not anymore;I drink way too much;3;5;2;5;2;2;5;2;5;5;5;5;2;3;2;2;2;5;2;5;4;1;4;2;1;5;1;2;5;4;3;5;After time of meeting;Only for the good of others;2;5;4;1;5;4;3;4;4;2;4;2;2;1;4;5;5;4;3;5;4;1;3;Several hours;1;4;5;5;4;4;5;26;183;90;5;0;male;right-handed;single;University (Masters);no;town or village;house
2;3;2;2;2;2;2;2;4;4;4;3;3;3;3;4;2;1;1;1;1;1;4;5;2;2;4;4;4;2;2;1;2;2;3;3;4;5;4;2;2;2;1;3;2;2;2;2;1;2;1;1;1;4;4;1;1;1;4;3;5;4;2;1;1;1;2;1;1;1;1;1;2;I have tried;I drink way too much;5;3;1;4;3;4;3;5;5;4;4;4;2;3;3;5;5;4;3;3;1;1;2;4;3;4;5;2;3;3;2;3;After time of meeting;Rarely;2;2;3;4;3;4;4;2;4;2;4;4;5;3;3;3;5;3;3;3;3;4;2;Several hours;1;1;5;4;5;5;5;22;186;65;0;0;male;right-handed;single;University (Bachelor);yes;city;block of flats
4;2;3;3;4;2;5;4;2;1;2;2;3;4;3;3;4;2;4;4;1;2;5;4;2;3;2;3;5;3;2;5;3;4;3;2;5;2;4;3;2;2;5;4;2;2;2;5;3;4;5;4;4;2;3;2;3;2;2;4;2;3;5;1;2;1;2;1;2;2;1;2;2;I have tried;I only drink when offered;4;3;2;4;5;3;3;2;4;4;3;3;2;4;4;5;4;2;1;3;4;4;5;4;2;3;2;3;4;3;2;3;After time of meeting;Never;4;5;2;2;3;3;4;4;5;4;3;1;3;3;4;4;3;4;4;3;4;3;4;Most of the day;3;2;2;2;2;3;4;44;161;65;0;2;female;right-handed;divorced;College;yes;city;block of flats
5;4;2;3;1;5;4;2;5;4;5;1;3;3;5;5;4;3;3;5;4;5;5;4;1;5;3;4;5;2;5;3;1;1;1;3;4;4;1;5;5;5;1;4;5;1;4;3;5;5;1;5;3;5;1;2;1;3;5;4;5;5;3;1;1;2;3;1;3;1;1;3;4;I have tried;I only drink when offered;3;1;3;5;5;3;3;4;3;1;5;2;4;1;3;5;3;3;1;5;1;3;5;5;4;5;3;4;5;3;2;2;Before time of meeting;Only for the good of others;4;5;5;4;3;2;3;5;2;1;2;5;4;4;2;3;3;3;3;2;3;2;3;Few minutes;2;2;2;2;2;3;1;22;170;60;2;0;male;right-handed;single;College;no;city;block of flats
5;3;3;4;3;2;2;3;4;2;2;1;3;2;3;2;1;5;2;4;1;2;5;1;3;3;4;5;5;2;4;4;4;3;4;4;5;5;3;2;2;1;3;3;2;2;5;2;4;3;3;1;1;3;2;1;1;2;5;2;4;3;4;2;3;2;4;3;3;1;1;2;2;I have tried;I only drink when offered;3;2;2;5;5;5;1;4;3;1;4;5;3;3;4;5;4;4;3;5;2;3;5;3;2;3;3;4;5;3;2;2;After time of meeting;Never;3;5;5;3;5;3;4;2;3;4;5;2;3;2;3;4;3;3;3;3;5;3;3;Most of the day;3;3;1;2;2;4;4;25;165;75;2;0;male;left-handed;single;University (Bachelor);no;town or village;house
5;3;3;1;2;3;3;4;5;2;3;1;4;3;4;4;4;2;2;5;5;5;5;5;3;2;3;4;2;1;4;1;1;1;5;1;5;3;3;2;2;1;4;4;1;1;1;2;1;4;1;1;1;3;4;1;3;4;2;4;5;2;4;4;3;3;3;5;5;5;5;5;3;I have not even tried;I drink way too much;3;2;3;3;1;4;1;5;3;4;5;3;1;5;3;1;3;5;3;4;1;3;4;4;3;5;5;3;1;3;2;3;Just in time;Rarely;1;2;4;3;2;3;1;3;4;4;4;4;2;5;4;4;1;3;2;5;3;4;2;Several hours;3;4;3;2;4;4;2;21;177;73;1;0;female;right-handed;single;College;no;city;block of flats
5;3;4;3;1;5;4;4;2;4;3;5;4;5;2;5;3;3;5;5;1;4;3;3;3;2;5;5;5;1;4;5;4;2;1;2;1;4;1;5;2;5;5;3;2;1;2;5;5;5;3;5;5;2;4;5;2;4;3;5;4;4;1;1;1;3;1;1;1;1;1;5;5;I used to, but I do not anymore;I only drink when offered;4;2;2;5;4;4;5;5;5;4;4;5;4;2;5;5;4;4;1;2;1;1;1;4;2;5;3;5;5;4;3;4;Just in time;Never;2;5;5;5;4;4;4;4;5;4;5;5;3;3;4;4;3;4;4;1;4;4;4;Several hours;4;3;1;2;4;5;4;18;170;75;2;0;female;right-handed;single;College;no;city;block of flats
5;3;3;3;3;5;4;3;4;4;5;3;3;3;3;3;3;3;3;5;4;3;5;4;5;3;5;5;5;3;3;3;3;2;2;2;5;5;1;3;3;2;2;2;2;2;2;4;3;4;4;5;5;1;4;5;2;4;3;3;5;3;5;4;1;3;3;5;1;1;3;1;1;I have not even tried;I do not drink;3;3;1;3;2;3;5;3;5;3;5;5;2;2;3;1;3;3;1;3;3;3;5;5;3;3;3;3;5;2;2;3;After time of meeting;Rarely;3;5;5;3;3;3;3;5;5;1;3;2;3;3;3;5;3;3;5;5;5;3;5;Few minutes;3;5;2;4;3;4;3;15;160;51;2;0;female;right-handed;single;primary school (still in education);no;city;block of flats
5;3;2;4;4;1;1;1;5;3;3;1;1;3;5;5;1;1;1;5;1;1;5;3;5;5;3;3;3;3;4;4;4;1;1;1;4;3;1;3;2;1;4;5;3;4;1;3;1;5;1;5;3;3;3;1;3;3;3;2;4;2;4;3;1;1;3;3;3;3;1;2;3;I have tried;I only drink when offered;3;3;3;1;3;3;4;3;3;3;3;1;1;2;3;1;5;5;1;5;3;3;3;3;3;3;1;5;4;3;1;3;Before time of meeting;Always when it suits me;4;3;3;4;3;3;4;3;3;3;4;3;5;3;3;3;3;3;1;1;3;3;3;Several hours;3;3;3;2;3;2;3;17;175;64;0;0;male;right-handed;single;College;yes;city;house
5;3;5;5;2;5;3;3;3;1;1;5;1;5;4;5;5;1;4;4;3;4;5;4;4;4;5;5;5;3;3;4;5;2;4;3;3;3;2;3;2;2;2;2;5;3;5;5;5;2;5;1;3;2;5;4;2;5;5;5;5;5;1;1;1;1;1;1;1;1;1;2;1;I have not even tried;I only drink when offered;4;5;3;4;4;3;2;4;4;2;5;2;2;2;3;5;3;4;2;5;3;4;3;4;2;3;3;2;5;3;5;3;Just in time;Always when it suits me;3;4;2;4;3;2;1;5;3;3;5;1;3;2;4;4;5;3;1;3;3;3;3;Few minutes;4;3;3;3;3;3;3;22;175;86;6;0;female;left-handed;single;University (Bachelor);no;city;block of flats
5;3;2;4;1;5;5;5;5;3;4;1;2;3;3;3;4;2;5;5;2;2;5;5;5;1;4;2;3;1;5;2;2;1;1;1;5;2;1;1;1;5;3;4;2;2;1;5;2;5;2;5;2;1;2;1;5;5;2;5;5;1;1;1;1;1;1;1;1;1;3;1;4;I have tried;I only drink when offered;2;4;2;5;2;3;5;5;4;5;3;3;4;1;5;5;5;4;1;5;2;2;2;5;3;4;3;4;5;2;1;2;Before time of meeting;Always when it suits me;5;5;5;4;4;3;4;5;4;1;3;4;4;4;2;3;1;2;1;4;5;4;2;Several hours;4;4;2;4;4;1;1;21;168;49;1;0;female;right-handed;single;College;no;city;block of flats
5;4;5;2;1;3;4;5;3;1;3;4;2;4;2;2;5;4;2;4;1;2;4;5;1;4;3;3;2;1;2;3;5;1;3;1;4;2;4;5;4;1;1;5;4;4;1;3;2;1;5;1;1;2;3;2;5;5;4;4;5;2;1;2;5;4;1;2;4;5;4;5;4;I have tried;I only drink when offered;3;3;5;4;3;4;4;5;5;2;4;2;1;2;4;1;4;4;4;4;2;3;3;4;2;2;4;4;5;3;2;4;Before time of meeting;Rarely;2;1;5;4;2;3;4;4;4;4;3;5;4;4;4;4;1;3;2;2;3;4;2;Several hours;1;5;4;3;5;2;3;21;162;51;3;0;female;right-handed;single;University (Bachelor);no;town or village;house
5;3;3;2;2;4;3;3;4;2;2;1;3;2;5;5;3;1;2;5;2;2;4;3;2;4;5;5;4;2;2;4;4;4;1;1;3;1;2;1;1;5;3;5;3;1;1;2;3;5;4;5;1;2;1;2;2;2;2;4;5;2;5;2;2;2;3;2;4;2;3;2;3;I have tried;I only drink when offered;2;2;2;4;2;2;1;2;4;1;5;3;2;2;2;5;5;4;2;4;1;3;2;5;2;5;4;4;5;3;1;3;After time of meeting;Rarely;4;3;3;3;2;3;3;5;3;2;3;3;4;4;3;3;4;3;3;5;3;3;1;Several hours;2;2;3;5;2;1;2;19;171;49;3;0;female;right-handed;single;College;no;town or village;house
4;4;2;1;3;2;1;4;3;2;3;4;3;3;3;2;4;3;3;4;3;4;4;4;5;3;2;2;4;2;5;3;2;4;4;3;4;4;3;3;2;4;4;5;2;2;4;3;4;3;3;3;2;4;4;2;3;2;4;2;5;4;2;3;2;1;1;2;2;2;1;1;1;I used to, but I do not anymore;I drink way too much;3;3;2;2;2;4;2;4;4;1;4;4;1;1;4;1;3;4;1;3;1;2;1;2;1;5;1;1;4;3;1;5;After time of meeting;Never;5;5;2;2;4;2;1;2;3;2;3;1;3;1;5;5;5;4;2;4;5;1;1;Several hours;1;2;3;5;4;4;2;26;186;98;1;0;male;right-handed;married;University (Bachelor);yes;city;house
5;3;2;2;3;3;3;3;5;5;4;1;4;4;5;2;3;1;1;5;4;5;5;4;3;2;2;1;1;2;1;3;3;3;4;4;5;4;3;4;2;5;4;5;5;1;1;1;1;4;3;1;4;1;5;1;4;4;5;4;5;4;5;3;4;4;3;1;3;3;4;3;4;I have tried;I only drink when offered;5;3;5;5;3;3;1;5;5;5;4;4;4;3;3;4;3;4;1;3;3;3;5;5;3;4;4;1;3;3;2;3;Just in time;Only for the good of others;3;3;3;4;3;3;2;2;4;3;3;3;3;5;3;4;5;3;3;1;3;3;3;Several hours;3;3;3;3;3;4;5;26;172;80;1;0;female;right-handed;single;University (Masters);no;city;block of flats
5;4;3;3;4;3;3;4;5;5;5;2;5;3;4;4;3;4;2;5;5;5;5;3;5;4;4;4;4;4;5;5;4;3;3;3;5;5;3;3;3;5;4;4;2;2;3;2;3;5;3;2;2;3;2;2;3;4;4;2;5;3;5;2;1;2;2;1;2;1;3;2;1;I used to, but I do not anymore;I drink way too much;3;3;3;3;4;3;3;4;4;3;3;4;3;3;3;4;4;4;2;3;2;3;5;4;2;5;5;3;5;3;3;4;After time of meeting;Always when it suits me;2;4;3;5;5;4;4;3;4;3;4;3;3;4;4;4;2;3;1;3;3;4;3;Several hours;4;4;3;4;4;4;4;25;183;84;2;0;male;right-handed;single;College;no;city;block of flats
5;3;5;3;3;5;5;2;3;1;2;5;5;5;3;2;5;5;3;5;1;3;3;5;1;5;2;3;5;3;2;2;4;1;1;4;4;1;2;5;5;3;3;5;5;1;1;4;5;1;5;1;1;4;5;1;2;4;5;4;5;5;4;1;2;5;2;2;4;4;2;4;4;I used to, but I do not anymore;I drink way too much;3;2;3;4;5;1;1;2;4;2;5;2;2;2;5;1;5;5;2;4;4;3;4;5;3;5;3;1;5;3;1;5;After time of meeting;Rarely;2;5;2;5;2;4;3;5;5;1;4;5;3;2;5;5;3;3;3;5;4;3;1;Several hours;4;4;4;5;4;2;4;19;159;52;3;0;female;right-handed;single;University (Bachelor);no;town or village;house
5;5;4;1;1;2;1;3;1;1;1;3;1;1;2;2;1;5;1;5;5;5;5;3;5;5;5;5;4;2;5;2;2;1;3;4;4;5;3;2;3;1;3;4;2;1;5;1;1;4;1;1;1;5;5;3;1;4;5;2;3;4;4;1;2;2;2;2;5;3;1;3;3;I have not even tried;I only drink when offered;3;1;5;5;3;3;1;2;3;3;3;5;1;5;5;3;3;3;3;3;3;3;5;5;3;4;4;3;1;3;1;2;Before time of meeting;Only for the good of others;2;1;3;3;3;2;1;4;3;5;3;5;1;3;3;4;3;4;1;2;3;3;3;Several hours;3;4;3;3;3;3;3;20;197;100;1;0;male;right-handed;single;University (Bachelor);no;town or village;house
